type,name,year,asset_id,title,artist
life_of_rights,"Stan Walker's ""Bigger"" & Jasmine Sokko's ""Magnet""",,5282,2.0,
life_of_rights,"B Young, GS, Phora, Toosii + More Publishing",,5471,14.0,
life_of_rights,Brick House & More - Publishing Performance Royalties,,6021,27.0,
life_of_rights,Songwriting Royalties for Flatbush Zombies,,6014,85.0,
life_of_rights,"R&B Songwriter Royalties: Case, Mary J. Blige, & Foxy Brown",,5762,58.0,
life_of_rights,"K-POP Publisher Royalties - MiSaMo, EXO, Billie, Super Junior + more",,6010,86.0,
life_of_rights,"Ramil', Shaun Milli + More - Publishing Rights",,5556,4.0,
life_of_rights,"Emeli Sandé, Professor Green, Tori Kelly + More Publishing Royalties",,5961,22.0,
life_of_rights,"Tom Grennan, Emeli Sandé + More Songwriter Royalties",,5957,96.0,
life_of_rights,Songwriting Royalties for KB Mike,,5988,21.0,
fixed_return,"Chris Brown’s “Under The Influence"" + “Lower Body” - Songwriter Royalties",,5914,5.0,
life_of_rights,"Juice WRLD, Lil Uzi Vert + more - Songwriting Royalties",,6000,132.0,
life_of_rights,Producer Royalties for Lil Uzi Vert,,5998,8.0,
life_of_rights,"Vedo, Chris Brown, 1K Phew + More Songwriter Royalties",,5931,11.0,
life_of_rights,"Rod Wave's ""Dark Clouds"" & More Producer Royalties",,5993,12.0,
life_of_rights,"Jermaine Stewart, Aretha Franklin, Whitney Houston + more - Performance Royalties",,5991,317.0,
30_year,GT Garza - Publishing Royalties,,5997,326.0,
life_of_rights,Rod Wave's Album - Pray for Love - Producer Royalties,,5994,8.0,
30_year,"Mario, IDK, Logic, + more - Songwriting Royalties",,5985,41.0,
life_of_rights,House Music by Robbie Rivera - Publishing Royalties,,5397,254.0,
life_of_rights,Established Global Electronic & Pop,,4763,6.0,
life_of_rights,"Token, Futuristic, Seb la Frite + more - Publishing Royalties",,5980,348.0,
life_of_rights,The 046 - Songwriting Royalties,,5960,51.0,
10_year,Rock Band Atreyu - Songwriter Royalties,,5981,14.0,
life_of_rights,"Hip-Hop Publishing: Rich Homie Quan, Tyga, & More",,4100,66.0,
life_of_rights,Pop and R&B From Shakira & Jamie Foxx,,4180,35.0,
fixed_return,"9lokkNine, Hurricane Wisdom, Dee Watkins - Publishing Royalties",,5936,111.0,
life_of_rights,"Chris Brown, Jack Harlow, + more - Songwriting Royalties",,5972,20.0,
life_of_rights,"Elvie Shane, Drew Green + More Songwriter Royalties",,5964,6.0,
life_of_rights,Platinum Hit by Rae Sremmurd and More,,4209,19.0,
30_year,"Kehlani's ""Love Language"" & More Songwriter Royalties",,5979,26.0,
30_year,"Duke & Jones, 3LAU, Knock2 & Nghtmre, + more - Songwriting Royalties",,5966,66.0,
life_of_rights,"Fred Again, Billie Ray Martin, Anne Clark, + more - Publishing Royalties",,5750,299.0,
partial_30_year,"""All The Way Up"" - Fat Joe & Remy Ma",,5890,80.0,
life_of_rights,"""Stop Cappin"" by Blueface & More",,4270,4.0,
partial_10_year,"Pop: Enrique Iglesias, Rihanna, Jay Sean & Ciara",,4104,15.0,
fixed_return,Georg Jensen - Jewelry Design Royalties,,5894,214.0,
10_year,"Boosie Badazz, Deebaby + More Publishing Royalties",,5952,57.0,
30_year,Songwriting Royalties for the Squirrel Nut Zippers,,5962,137.0,
10_year,"Deebaby, Boosie Badazz + More Songwriter Royalties",,5959,36.0,
30_year,"Boosie Badazz, Deebaby, Slim Thug + More Songwriter Royalties",,5954,32.0,
life_of_rights,Davie - Publishing Rights,,5940,25.0,
life_of_rights,Sound Recording Royalties for Dee Watkins,,5956,8.0,
fixed_return,Lil Uzi Vert + more - Songwriting Royalties,,5955,16.0,
life_of_rights,"TobyMac, Building 429, Cain, + More - Songwriter Royalties",,5005,21.0,
life_of_rights,"Rod Wave, Chris Brown, + more - Publishing Rights",,5877,26.0,
life_of_rights,Duran Duran Songwriting Royalties,,5924,28.0,
life_of_rights,Music from Shrek - Performance Royalties,,5934,516.0,
life_of_rights,Press Play - Sound Recording Royalties,,5795,59.0,
life_of_rights,"9lokkNine, SpotemGotem, Dee Watkins, + more - Songwriting Royaties",,5925,86.0,
life_of_rights,"K-POP Songwriter Royalties - MiSaMo, EXO, Billie, Super Junior + more",,5912,75.0,
life_of_rights,"Boosie Badazz, Deebaby, Slim Thug + More Publishing Royalties",,5942,47.0,
life_of_rights,"B.I.G., Jay-Z, Beanie Sigel, + more - Publishing Royalties",,5928,19.0,
life_of_rights,Kreepa & Capone - Publisher Royalties,,5923,5.0,
life_of_rights,Electronic Songwriter Royalties: Call Me Karizma & Illenium,,4264,2.0,
life_of_rights,"Travis Scott, 50 Cent, ILOVEMAKONNEN ft. Drake - Songwriter Royalties",,5235,105.0,
life_of_rights,Shrek Film Score Performance Royalties,,5866,513.0,
life_of_rights,Stevie Stone - Songwriter Royalties,,5917,227.0,
life_of_rights,Songwriting Royalties for Bali Baby,,5915,140.0,
partial_30_year,"Tisoki, Aitana, Cami + More - Songwriting Royalties",,5763,101.0,
life_of_rights,Songwriting Royalties for Us The Duo,,5902,56.0,
30_year,Us The Duo - Songwriting Royalties,,5900,65.0,
life_of_rights,"B.I.G., Jay-Z, Beanie Sigel, + more - Songwriting Royalties",,5913,142.0,
life_of_rights,Anarbor: Alt-Rock Performance Royalties,,4502,52.0,
life_of_rights,"Red Cafe, G Perico, G Eazy, + more - Songwriting Royalties",,5895,133.0,
life_of_rights,Publishing Royalties for Us The Duo,,5905,46.0,
life_of_rights,Established Alt-Rock: Featuring Anarbor,,5026,52.0,
fixed_return,"Car Masters, Ink Master + More TV Music",,5908,169.0,
partial_10_year,Songwriter Royalties from Explorers Club + TV/Film Placements,,4981,66.0,
life_of_rights,Us The Duo - Publishing Performance Royalties,,5901,30.0,
life_of_rights,"Toosii, Moneybagg Yo, + more - Songwriting Royalties",,5899,49.0,
life_of_rights,"Vedo, Chris Brown, 1K Phew + More Songwriter Royalties",,5910,11.0,
30_year,"Film & TV Music From “Shameless,” Ken Burns Documentaries + More",,5907,98.0,
life_of_rights,"Hip-Hop Tracks feat. Lil Durk, Allstar JR + More - Songwriter Royalties",,5356,7.0,
fixed_return,Dr. Pimple Popper + More TV Music,,5886,941.0,
life_of_rights,Meek Mill - Producer Royalties,,5893,50.0,
life_of_rights,"Hip-Hop Publishing Royalties: Rod Wave, Youngboy NBA + More",,4855,5.0,
life_of_rights,Consistent Songwriter Royalties: Akon & Others,,4192,4.0,
life_of_rights,Electronic House Music From Viceroy,,5564,70.0,
life_of_rights,Publishing Royalties for Gene de Paul,,5855,189.0,
fixed_return,MIMS ”This Is Why I’m Hot” + More - Sound Recording Royalties,,5880,96.0,
fixed_return,"Beauville’s ""Letting In"" Prod By NoMBe - Sound Recording Royalties",,5883,2.0,
life_of_rights,Rihanna’s “Goodnight Gotham” - Producer Royalties,,5878,20.0,
life_of_rights,"Audien, BTS, + more - Songwriting Royalties",,5885,91.0,
fixed_return,"YG, Ty Dolla $ign, Wiz Khalifa + More - Publishing Royalties",,5680,17.0,
life_of_rights,"Becky Hill, Joel Corry, David Guetta + More Producer Royalties",,5868,113.0,
fixed_return,A Share of Jerry Garcia’s Sound Recording Performance Royalties,19,5780,.0,
life_of_rights,TV Placements Created by Xzibit & 21 The Producer,,5182,97.0,
life_of_rights,Theme Music from ABC’s America This Morning,,4772,57.0,
life_of_rights,Songwriting Royalties for Dee Watkins,,5879,119.0,
life_of_rights,"""Laughin' to the Bank"" & More Chief Keef Royalties",,5534,104.0,
30_year,"Miley Cyrus, Lil Nas X, Halsey, XXXTentacion + More Publishing Royalties",,5418,34.0,
life_of_rights,"$UICIDEBOY$, Three 6 Mafia, MC Mack + More - Performance Royalties",,5525,181.0,
life_of_rights,"New Kids on The Block, Akon + More - Publishing Royalties",,4535,6.0,
life_of_rights,"Hip-Hop Publishing: Trippie Redd, PnB Rock & More",,5595,193.0,
partial_30_year,"""All The Way Up"" - Fat Joe & Remy Ma",,4710,80.0,
life_of_rights,"HRVY, Matoma, H.E.R + More Publishing Royalties",,5862,42.0,
life_of_rights,"Joel Corry, David Guetta, Bryson Tiller, HRVY, Matoma, Becky Hill + More Songwriter Royalties",,5863,80.0,
life_of_rights,"Becky Hill feat. Meduza, David Guetta + More - Producer Royalties",,5849,107.0,
fixed_return,Music for Sports & Syndicated TV - Songwriter Royalties,,5872,3693.0,
life_of_rights,"""Booty Me Down"" & More KStylis Hits - Publisher Royalties",,5283,33.0,
life_of_rights,"J. Cole, E-40, 2Pac, B-Legit + more - Songwriting Royalties",,5860,328.0,
life_of_rights,Film Score Royalties from Shrek,,5832,513.0,
life_of_rights,90’s R&B Featured in Sitcom “Friends”,,5209,13.0,
life_of_rights,Producer Royalties from Drake Tracks,,5850,41.0,
fixed_return,Music Used in Film and Television - Songwriting Royalties,,5870,133.0,
life_of_rights,"Demi Lovato, Ella Mai, Camila Cabello + More - Publishing Royalties",,5782,27.0,
life_of_rights,"aespa, SuperM, EXO, NCT Dream, + more - Songwriter Royalties",,5867,137.0,
fixed_return,Sound Recording Royalties for Switch,,5787,77.0,
life_of_rights,Sound Recording Royalties for David Houston,,5841,324.0,
life_of_rights,"Migos, Kevin Gates + More Publishing Royalties",,5603,32.0,
life_of_rights,Lil Dicky’s “Professional Rapper” feat. Snoop Dogg + More Songwriter Royalties,,5336,5.0,
life_of_rights,"""Familia"" from Spider-Man Movie + K-Pop Hit",,5006,3.0,
life_of_rights,"Hip-Hop Publishing feat. NoCap, Quando Rondo and More",,5639,11.0,
fixed_return,"NBA Youngboy, Quando Rondo, & more - Publishing Royalties",,5838,11.0,
partial_30_year,DJ Khaled’s “GREECE” (ft. Drake) + More Songwriter Royalties,,5713,39.0,
life_of_rights,"Music Placed in TV & Film - Un Si Grand Soleil, Ginny & Georgia, Awake + More",,5827,179.0,
30_year,"Devin Kennedy, Spencer Sutherland + More Songwriter Royalties",,5826,46.0,
partial_30_year,Lo-Fi Hip-Hop Royalties Featuring Smeyeul,,5125,9.0,
life_of_rights,"Nathan Dawe feat. KSI, Talia Mar + More - Producer Royalties",,5820,101.0,
partial_10_year,"Travis Scott's Hit Single ""FRANCHISE"" - Songwriter Royalties",,4702,4.0,
life_of_rights,"K-Pop & J-Pop Publishing Royalties Feat. AAA, LOONA + More",,5829,24.0,
life_of_rights,"Publishing: NBA YoungBoy's ""Carter Son""",,5633,2.0,
life_of_rights,$uicideBoy$ & M.C. Mack - Publishing Royalties,,5811,4.0,
life_of_rights,"Cardi B & Megan Thee Stallion’s ""WAP"" - Producer Royalties",,5803,51.0,
life_of_rights,"One Ok Rock, 5 Seconds of Summer + More Publishing Royalties",,5613,75.0,
life_of_rights,"Warren Zeiders, Martina McBride + More Publishing Royalties",,5817,7.0,
life_of_rights,"Warren Zeiders, Eric Paslay, Martina McBride + More Songwriter Royalties",,5816,137.0,
life_of_rights,Soulja Boy & Beyoncé - Songwriter Royalties,,4258,66.0,
life_of_rights,Streaming-Driven Hip-Hop/Pop Featuring Beyoncé,,5193,106.0,
life_of_rights,YFN Lucci & Bankroll Fresh - Publishing Royalties,,5808,11.0,
life_of_rights,"Iconic 90s Hit ""I Got 5 On It"" and More - Songwriter Royalties",,5215,3.0,
life_of_rights,"Publishing - ""Shooters Inside My Crib"" by Quavo + More",,5597,7.0,
life_of_rights,Book Royalties from How to Draw Cool Stuff,,5801,12.0,
life_of_rights,"Film Scores from Stanford Prison Experiment, Villains, Submarine + more",,5744,36.0,
fixed_return,"Breach, Cosmic Sin + More Film/TV Music",,5796,132.0,
partial_10_year,R&B and Hip-Hop Songwriter Royalties featuring Zayn and More,,5084,15.0,
life_of_rights,"Trey Songz, K. Michelle + More Publisher Royalties",,5794,16.0,
life_of_rights,Songwriting Royalties for G Herbo,,5802,36.0,
life_of_rights,"""Choices"" by E-40 - Publishing Royalties",,4939,2.0,
partial_10_year,"Music for Television Including ""Black Lady Sketch Show"" and ""Real Housewives""",,5731,39.0,
life_of_rights,"""Ice Cream Paint Job"" by Dorrough - Publishing Royalties",,5797,2.0,
fixed_return,"Rvssian, Rauw Alejandro, Chris Brown + more - Songwriting Royalties",,5789,44.0,
partial_30_year,"Royalties Featuring Birdman, NBA YoungBoy and Young Thug",,5120,8.0,
life_of_rights,"Cardi B's “Bodak Yellow"" & More",,3158,3.0,
life_of_rights,"Trey Songz, K. Michelle + More Songwriter Royalties",,5785,25.0,
30_year,"RL Grime, G Eazy, Machine Gun Kelly, + more - Songwriting Royalties",,5783,94.0,
fixed_return,"Math Hoffa's Podcast ""My Expert Opinion"" - YouTube Royalties",,5728,3358.0,
life_of_rights,Royalties From Adina Howard’s “Freak Like Me”,,5775,6.0,
fixed_return,Songwriter Royalties for Jerry Garcia of The Grateful Dead,,5784,360.0,
life_of_rights,Kay Flock’s “Opp Spotter” + More Publishing Royalties ,,5772,20.0,
life_of_rights,Independent Dark Pop from Simon Curtis - Songwriter Royalties,,5083,35.0,
life_of_rights,"Skan & Krale, Brevis, Drama B + More - Songwriting Royalties",,5716,66.0,
life_of_rights,"Publishing Royalties: Ray J's ""Sexy Can I""",,4508,3.0,
fixed_return,Sound Recording Royalties for OJ Da Juiceman,,5781,187.0,
fixed_return,Royalties From Waka Flocka Flame Recordings,,5773,554.0,
fixed_return,Sound Recording Royalties for Token,,5769,21.0,
fixed_return,"Performance Royalties for TV/Film Music Featured on Apple+, Netflix, Hulu, & more  ",,5766,941.0,
fixed_return,Baby Money - Sound Recording Royalties,,5770,82.0,
fixed_return,Sound Recording Royalties for OJ Da Juiceman,,5741,231.0,
fixed_return,"OJ Da Juiceman, Gucci Mane, and More - Publishing Royalties",,5735,67.0,
fixed_return,"Veeze, Babyface Ray, Icewear Vezzo + More - Songwriter Royalties",,5732,145.0,
fixed_return,"OJ Da Juiceman, Gucci Mane, and more - Songwriting Royalties",,5729,265.0,
fixed_return,Althea René - Sound Recording Royalties,,5719,81.0,
fixed_return,Songs by Kenny Lewis & One Voice - Sound Recording Royalties,,5666,68.0,
fixed_return,Music Used In Promo & Advertising,,5655,880.0,
fixed_return,Dem Franchize Boyz - Artist Royalties,,5607,14.0,
fixed_return,Yellowcard - Publishing Royalties,,5593,54.0,
fixed_return,Bobby Messano - Sound Recording Royalties,,5590,71.0,
fixed_return,Gavin Magnus - YouTube Royalties,,5489,435.0,
fixed_return,Common Tribe - Sound Recording Royalties,,5552,49.0,
fixed_return,Lofi Instrumental - Label Royalties,,5507,277.0,
fixed_return,Sound Recording Royalties From Background Music Playlists,,5450,38967.0,
fixed_return,"Kiya Juliet, Rayy Dubb & John Gabbana - Sound Recording Royalties",,5420,137.0,
fixed_return,Pop/Rock Band - Panicland - Sound Recording Royalties,,5451,12.0,
fixed_return,Power ft. 50 Cent + More Film & TV Music,,5395,880.0,
fixed_return,The Boss Starring Melissa McCarthy + More Film & TV Music,,5401,372.0,
fixed_return,Worldwide Film and TV Music - Songwriter Royalties,,5392,740.0,
fixed_return,Hip-Hop Artist 7oh2 - Sound Recording Royalties,,5320,58.0,
fixed_return,David Morris - Sound Recording Royalties,,5365,28.0,
fixed_return,Artist Jon Wolfe - Sound Recording Royalties,,5347,118.0,
fixed_return,Hollywood Anderson Sound Recording Royalties,,5366,12.0,
fixed_return,Mgm Lett - Sound Recording Royalties,,5353,43.0,
fixed_return,Music Placed in International TV,,5331,1134.0,
fixed_return,Iconic Producer Jahlil Beats - Sound Recording Royalties,,5335,605.0,
10_year,"Justin Bieber's ""Favorite Girl"" + More Publishing Royalties",,5326,26.0,
fixed_return,"Dateline, Love & Hip-Hop, Catfish + More TV Music",,5322,488.0,
fixed_return,"Jim Jones, Ludacris, + More - Songwriter Royalties",,5319,113.0,
fixed_return,Hotel Transylvania 2 + More Film & TV Cues,,5303,496.0,
fixed_return,Diverse Placements in Film & TV - Smurfs + More,,5285,262.0,
fixed_return,Naked & Afraid + More TV Placements Across the World,,5266,1111.0,
fixed_return,"Ye$haYahu's ""Elevate"" + More Sound Recording Royalties",,5232,13.0,
fixed_return,TV & Advertising Music Placements,,5196,1216.0,
fixed_return,Lew Mr Blue's #Sweetladychallenge & More,,5176,50.0,
fixed_return,Keeping Up With The Kardashians TV Music & More,,5165,196.0,
fixed_return,"""Lil Bebe"" by DaniLeigh - Producer Royalties",,4936,2.0,
fixed_return,UK Radio and Worldwide Television Placements,,5101,1704.0,
fixed_return,"""Colors"" by Jason Derulo & ""Dealer"" by RMR - Producer Royalties",,5044,8.0,
fixed_return,"[Advance] Fixed Return: ""Shake That A$$"" by Kstylis",,5037,10.0,
fixed_return,"[Advance] Fixed Return: ""Player"", ""Nasty Freestyle, Pt. 2"" + More from T-Wayne",,4996,53.0,
fixed_return,TV Music Royalties From Impractical Jokers + Other Reality TV Series,,4771,13712.0,
fixed_return,[Advance] Fixed Return - Established Production Music Catalog,,4857,983.0,
fixed_return,[Advance] Fixed Return - Diversified Production Music Catalog,,4822,122.0,
fixed_return,[Advance] Fixed Return - Kstylis AKA “The King of Twerk”,,4716,170.0,
fixed_return,[Advance] Fixed Return - Grind2Hard Osh'a,,4656,57.0,
30_year,Songwriter Royalties from Alt-Rock Band - The Spill Canvas,,4181,62.0,
fixed_return,[Advance] Fixed Return - IshDARR Sound Recording Royalties,,4639,150.0,
fixed_return,[Advance] Fixed Return - Reggaeton From Luigi 21 Plus,,4476,79.0,
fixed_return,[Advance] Fixed Return - Jory Boy Sound Recording Royalties,,4477,22.0,
30_year,"Platinum hit ""Whip My Hair"" By Willow Smith",,3874,2.0,
partial_10_year,19-Year-Old Hip-Hop + R&B,,3682,18.0,
life_of_rights,Asset #3468,,3468,3.0,
partial_10_year,Estelle’s Grammy-Winning Hit “American Boy”,,3062,42.0,
life_of_rights,Asset #3172,,3172,24.0,
life_of_rights,Asset #3290,,3290,9.0,
life_of_rights,Asset #3291,,3291,17.0,
life_of_rights,Asset #3066,,3066,194.0,
life_of_rights,Asset #3166,,3166,126.0,
life_of_rights,Asset #3078,,3078,123.0,
life_of_rights,Asset #3087,,3087,92.0,
life_of_rights,Asset #3088,,3088,31.0,
life_of_rights,Asset #3086,,3086,5.0,
life_of_rights,Asset #3077,,3077,28.0,
life_of_rights,"Akon's ""Mama Africa"" + More Publishing Royalties",,5269,21.0,
life_of_rights,"""Foolish"" by Jack Fowler and More - Songwriter Royalties",,5180,21.0,
life_of_rights,"""Blood All On It"" by Gucci Mane and More - Songwriter Royalties",,5220,4.0,
life_of_rights,"Hip-Hop Publishing feat. NoCap, Quando Rondo and More",,4982,11.0,
life_of_rights,"Hip-Hop Publishing feat. NoCap, Quando Rondo and More",,4982,11.0,
life_of_rights,Diverse R&B Catalog,,4882,93.0,
life_of_rights,Diverse R&B Catalog,,4882,93.0,
10_year,Cues from The Carbonaro Effect,,4804,5.0,
10_year,Cues from The Carbonaro Effect,,4804,5.0,
life_of_rights,"""Floor Seats"" by A$AP Ferg + More Publishing Royalties",,4868,5.0,
life_of_rights,"""Floor Seats"" by A$AP Ferg + More Publishing Royalties",,4868,5.0,
10_year,"""Drug Addicts"" by Lil Pump + More - Songwriter Royalties",,4859,5.0,
10_year,"""Drug Addicts"" by Lil Pump + More - Songwriter Royalties",,4859,5.0,
life_of_rights,Established Jazz & Instrumental Royalties,,4847,601.0,
life_of_rights,Established Jazz & Instrumental Royalties,,4847,601.0,
life_of_rights,Diverse R&B Catalog,,4277,93.0,
life_of_rights,Diverse R&B Catalog,,4277,93.0,
life_of_rights,"Pop, KPop + More Publishing Royalties",,4829,91.0,
life_of_rights,"Pop, KPop + More Publishing Royalties",,4829,91.0,
10_year,Holiday Hits and More Pop Performance Royalties,,4817,5.0,
10_year,Holiday Hits and More Pop Performance Royalties,,4817,5.0,
life_of_rights,Songwriter Royalties Feat. Lil Durk,,4721,55.0,
life_of_rights,Songwriter Royalties Feat. Lil Durk,,4721,55.0,
